location_id,date,temperature,humidity,wind_speed,solar_radiation,surface_pressure,rainfall_mm
delhi,2023-03-21,26.7,57.7,2.5,749.0,1000.7,1.4
delhi,2023-03-22,25.1,66.0,2.8,834.9,995.2,0.3
delhi,2023-03-23,26.2,63.3,2.7,754.1,1003.0,0.1
delhi,2023-03-24,27.7,59.1,2.8,908.5,1000.7,1.0
delhi,2023-03-25,27.5,60.5,1.6,823.4,998.6,0.5
delhi,2023-03-26,26.6,59.8,2.8,807.7,1001.6,0.4
delhi,2023-03-27,25.7,57.7,3.3,821.8,1002.1,0.3
delhi,2023-03-28,27.6,57.9,2.5,740.2,997.8,0.3
delhi,2023-03-29,26.0,59.8,1.5,766.6,1000.9,0.6
delhi,2023-03-30,29.9,59.1,2.2,673.4,1005.1,0.0
delhi,2023-03-31,29.2,48.9,4.4,836.3,1001.9,0.6
delhi,2023-04-01,28.1,58.3,2.4,764.0,999.9,0.3
delhi,2023-04-02,28.9,54.2,1.0,823.2,1003.4,0.2
delhi,2023-04-03,27.7,60.7,1.7,810.3,997.7,0.6
delhi,2023-04-04,29.5,55.4,2.0,809.9,1001.2,0.5
delhi,2023-04-05,28.2,54.9,2.0,738.2,1003.7,0.9
delhi,2023-04-06,29.0,53.7,3.1,782.0,1003.8,0.1
delhi,2023-04-07,30.5,49.5,2.7,843.4,1001.0,0.1
delhi,2023-04-08,26.9,60.7,3.7,729.1,1000.7,0.1
delhi,2023-04-09,30.2,61.4,2.1,843.4,1003.3,0.2
delhi,2023-04-10,28.0,57.2,1.9,818.3,998.8,0.4
delhi,2023-04-11,29.5,47.8,2.8,879.7,997.5,2.6
delhi,2023-04-12,28.6,64.0,2.6,786.0,997.9,0.4
delhi,2023-04-13,28.0,55.1,3.5,876.2,1001.1,1.3
delhi,2023-04-14,29.1,59.5,2.6,884.7,998.3,0.7
delhi,2023-04-15,29.0,59.3,3.3,785.7,997.1,0.0
delhi,2023-04-16,32.3,45.1,4.2,770.1,1001.4,0.3
delhi,2023-04-17,33.3,53.7,2.3,841.7,1000.3,0.8
delhi,2023-04-18,32.2,50.3,1.7,895.7,999.7,0.9
delhi,2023-04-19,34.2,54.3,2.9,832.2,996.9,0.3
delhi,2023-04-20,33.8,49.5,1.1,801.0,993.7,0.1
delhi,2023-04-21,33.6,55.7,3.5,824.3,1002.4,0.0
delhi,2023-04-22,32.3,48.7,2.7,805.3,999.4,2.9
delhi,2023-04-23,33.5,53.5,1.3,710.6,1001.2,0.1
delhi,2023-04-24,31.3,48.4,3.5,824.2,1001.1,0.0
delhi,2023-04-25,28.8,54.6,2.8,767.7,999.6,0.0
delhi,2023-04-26,28.9,64.9,1.5,841.3,1001.5,0.3
delhi,2023-04-27,28.7,62.8,2.3,811.5,1001.2,0.6
delhi,2023-04-28,29.7,59.1,3.6,907.4,999.7,0.5
delhi,2023-04-29,28.5,59.1,2.0,949.0,999.3,0.0
delhi,2023-04-30,28.0,63.2,1.7,783.6,1000.4,0.1
delhi,2023-05-01,29.1,60.3,1.9,780.6,1002.0,0.1
delhi,2023-05-02,28.8,61.7,2.0,855.3,1001.8,0.7
delhi,2023-05-03,29.0,55.0,1.8,802.8,994.9,0.3
delhi,2023-05-04,27.3,57.7,2.7,848.4,996.1,0.8
delhi,2023-05-05,28.0,57.0,3.8,882.9,1000.2,0.7
delhi,2023-05-06,28.2,57.8,2.4,855.7,1000.3,0.1
delhi,2023-05-07,28.1,59.1,3.9,873.7,1003.9,0.2
delhi,2023-05-08,28.7,60.6,2.0,887.2,998.1,0.1
delhi,2023-05-09,28.0,55.7,3.0,948.5,999.3,0.5
delhi,2023-05-10,29.6,61.4,1.3,811.4,997.6,1.0
delhi,2023-05-11,29.5,56.6,3.2,797.4,994.9,0.6
delhi,2023-05-12,30.8,50.5,4.3,855.2,998.7,0.4
delhi,2023-05-13,32.6,55.2,3.0,910.6,997.2,0.3
delhi,2023-05-14,33.1,53.1,0.5,913.4,997.4,0.3
delhi,2023-05-15,32.9,56.7,3.0,823.8,1002.0,0.5
delhi,2023-05-16,35.0,46.3,3.5,779.8,995.7,0.2
delhi,2023-05-17,32.9,51.9,2.4,855.0,995.0,1.0
delhi,2023-05-18,35.3,52.6,1.6,877.4,998.5,0.3
delhi,2023-05-19,35.7,44.0,2.9,831.7,998.7,0.7
delhi,2023-05-20,35.9,42.6,2.8,872.3,996.3,0.7
delhi,2023-05-21,37.2,44.1,1.9,763.8,999.7,0.2
delhi,2023-05-22,38.7,42.3,2.4,856.5,999.7,0.0
delhi,2023-05-23,39.0,36.2,4.4,892.3,998.5,0.0
delhi,2023-05-24,38.4,40.2,3.0,867.5,999.8,0.0
delhi,2023-05-25,39.2,42.7,3.9,887.5,996.1,0.0
delhi,2023-05-26,38.7,50.0,3.9,841.6,996.3,0.0
delhi,2023-05-27,39.2,38.6,2.5,863.6,998.9,0.0
delhi,2023-05-28,40.2,36.6,1.3,901.4,996.9,0.0
delhi,2023-05-29,38.8,41.6,1.9,902.5,999.3,0.0
delhi,2023-05-30,39.6,42.6,3.5,871.6,993.8,0.0
delhi,2023-05-31,39.6,45.4,2.9,939.9,997.1,0.0
delhi,2023-06-01,38.8,44.4,3.2,881.9,996.9,0.0
delhi,2023-06-02,36.8,46.0,3.1,895.0,995.0,0.5
delhi,2023-06-03,36.8,46.6,1.7,928.1,996.9,0.1
delhi,2023-06-04,36.1,53.0,2.7,868.1,998.4,1.0
delhi,2023-06-05,34.9,52.2,3.6,904.1,993.0,0.3
delhi,2023-06-06,36.5,47.4,1.8,883.4,996.3,0.2
delhi,2023-06-07,36.4,51.5,3.3,891.8,997.9,0.5
delhi,2023-06-08,34.1,53.6,1.6,894.9,998.1,0.9
delhi,2023-06-09,34.8,55.6,1.7,882.8,998.0,1.0
delhi,2023-06-10,35.2,42.4,3.2,932.0,998.3,0.4
delhi,2023-06-11,35.6,46.1,0.8,962.4,995.8,0.7
delhi,2023-06-12,35.0,45.8,3.1,931.5,997.5,0.8
delhi,2023-06-13,34.2,51.9,2.8,1015.2,996.4,0.0
delhi,2023-06-14,34.8,41.4,3.1,977.5,995.0,0.0
delhi,2023-06-15,35.4,46.2,2.6,984.8,994.8,0.0
delhi,2023-06-16,36.7,47.6,4.7,837.8,995.3,0.3
delhi,2023-06-17,36.5,49.1,3.8,995.7,999.9,0.1
delhi,2023-06-18,37.4,42.9,0.6,952.9,996.8,0.5
delhi,2023-06-19,37.5,44.5,1.9,867.3,995.3,0.1
delhi,2023-06-20,36.9,46.5,1.5,890.3,995.1,0.4
delhi,2023-06-21,40.1,45.2,1.0,942.4,996.1,0.0
delhi,2023-06-22,39.9,38.9,1.9,992.1,996.4,0.0
delhi,2023-06-23,40.9,32.6,1.1,860.8,996.8,0.0
delhi,2023-06-24,43.4,33.0,2.6,1022.3,998.0,0.0
delhi,2023-06-25,41.2,35.3,2.3,894.0,995.9,0.0
delhi,2023-06-26,43.5,35.4,2.9,890.5,999.0,0.0
delhi,2023-06-27,45.5,32.7,3.3,961.0,994.9,0.0
delhi,2023-06-28,45.6,31.5,2.3,941.9,992.3,0.0
delhi,2024-03-01,26.6,56.0,3.5,706.7,1003.9,0.6
delhi,2024-03-02,25.7,57.7,1.6,738.4,1004.8,0.8
delhi,2024-03-03,26.3,63.8,3.1,665.9,1004.5,0.6
delhi,2024-03-04,27.9,57.1,1.5,706.8,1001.0,0.0
delhi,2024-03-05,25.9,60.3,1.2,716.4,1003.7,0.2
delhi,2024-03-06,26.0,60.8,1.6,758.6,1000.8,1.7
delhi,2024-03-07,26.4,58.9,2.3,839.9,1002.8,0.1
delhi,2024-03-08,26.7,60.9,3.2,684.7,998.7,0.2
delhi,2024-03-09,28.3,66.5,3.0,788.4,998.0,0.2
delhi,2024-03-10,25.7,61.7,2.9,813.1,997.9,0.1
delhi,2024-03-11,24.1,62.7,3.4,864.6,999.0,0.3
delhi,2024-03-12,26.0,54.9,2.7,781.6,1005.0,1.0
delhi,2024-03-13,26.9,58.3,3.0,751.5,1002.2,0.3
delhi,2024-03-14,27.7,52.7,1.8,803.7,999.9,0.2
delhi,2024-03-15,27.8,59.2,2.5,787.6,1002.3,0.4
delhi,2024-03-16,26.6,59.6,3.3,891.7,1001.6,1.3
delhi,2024-03-17,27.9,61.9,1.9,797.0,999.3,0.8
delhi,2024-03-18,26.2,58.6,3.2,804.1,1002.6,0.1
delhi,2024-03-19,28.1,60.7,2.8,833.5,1001.0,0.0
delhi,2024-03-20,25.3,61.3,2.1,787.0,1000.8,1.5
delhi,2024-03-21,27.0,56.2,3.0,830.2,997.8,0.1
delhi,2024-03-22,26.5,59.6,3.1,771.1,1002.2,0.3
delhi,2024-03-23,27.2,60.3,3.6,721.2,994.9,0.4
delhi,2024-03-24,27.4,54.5,3.1,830.5,1002.0,0.8
delhi,2024-03-25,27.7,56.4,2.5,701.5,999.4,0.5
delhi,2024-03-26,27.4,62.7,1.7,748.7,1003.0,0.1
delhi,2024-03-27,26.9,63.1,2.7,803.0,1002.4,0.2
delhi,2024-03-28,29.5,62.0,1.4,821.1,999.0,0.5
delhi,2024-03-29,26.9,58.4,3.0,856.9,1000.3,1.6
delhi,2024-03-30,27.7,52.7,2.3,728.1,997.7,0.0
delhi,2024-03-31,28.0,59.2,3.0,743.1,1002.6,0.1
delhi,2024-04-01,29.4,52.9,2.2,865.4,1002.1,0.2
delhi,2024-04-02,27.0,62.1,2.2,833.5,999.3,0.1
delhi,2024-04-03,28.1,51.7,1.6,794.1,995.1,0.3
delhi,2024-04-04,28.0,56.9,2.5,834.0,997.9,0.7
delhi,2024-04-05,29.7,54.5,2.7,857.4,998.8,0.4
delhi,2024-04-06,28.4,57.6,2.6,822.2,999.8,0.3
delhi,2024-04-07,28.1,54.9,1.9,895.2,999.9,0.3
delhi,2024-04-08,27.2,56.7,2.2,797.4,1002.7,0.4
delhi,2024-04-09,28.1,52.7,3.8,756.5,1001.7,0.2
delhi,2024-04-10,29.6,55.3,2.2,824.3,998.3,0.1
delhi,2024-04-11,29.3,56.1,1.2,791.8,1000.4,0.2
delhi,2024-04-12,26.6,66.2,1.4,806.7,999.0,1.6
delhi,2024-04-13,29.3,54.4,1.2,785.8,1000.2,0.5
delhi,2024-04-14,28.4,59.4,3.9,813.8,1001.2,0.5
delhi,2024-04-15,27.9,58.1,3.7,855.9,999.3,0.1
delhi,2024-04-16,34.1,47.0,2.1,840.0,998.8,0.3
delhi,2024-04-17,33.7,46.4,1.2,761.1,996.4,0.7
delhi,2024-04-18,32.7,54.1,0.9,874.6,997.2,0.1
delhi,2024-04-19,33.4,50.8,2.3,754.7,1003.5,0.4
delhi,2024-04-20,32.4,46.1,2.3,879.4,999.2,0.3
delhi,2024-04-21,31.7,50.2,1.7,816.7,1000.3,0.0
delhi,2024-04-22,33.1,52.0,3.5,783.1,1000.8,0.1
delhi,2024-04-23,33.4,47.6,1.2,872.8,994.2,0.0
delhi,2024-04-24,32.5,46.7,3.0,863.1,995.8,0.2
delhi,2024-04-25,31.9,50.3,1.6,914.7,995.8,0.5
delhi,2024-04-26,30.0,57.1,2.8,913.4,1000.5,0.2
delhi,2024-04-27,31.1,53.5,1.7,729.5,999.5,1.4
delhi,2024-04-28,29.4,63.1,2.7,871.6,1000.4,0.2
delhi,2024-04-29,29.8,50.1,1.5,901.2,1000.9,0.4
delhi,2024-04-30,27.7,56.9,3.1,892.5,998.4,0.9
delhi,2024-05-01,28.9,59.7,1.7,861.3,1001.6,1.7
delhi,2024-05-02,28.8,58.5,2.9,827.0,994.6,0.1
delhi,2024-05-03,26.9,61.2,3.1,822.5,1000.4,0.5
delhi,2024-05-04,27.4,59.5,1.1,877.1,996.7,0.5
delhi,2024-05-05,26.9,56.9,2.4,823.2,1000.6,0.3
delhi,2024-05-06,27.7,56.3,2.6,885.1,1000.9,0.1
delhi,2024-05-07,27.6,57.4,2.1,836.3,995.3,2.0
delhi,2024-05-08,28.2,54.0,3.2,915.1,994.9,0.3
delhi,2024-05-09,28.1,50.9,2.4,912.4,996.0,1.7
delhi,2024-05-10,28.8,55.7,3.8,933.7,995.9,0.0
delhi,2024-05-11,31.0,47.2,3.2,901.1,995.4,1.0
delhi,2024-05-12,31.0,48.2,3.3,928.5,997.9,0.4
delhi,2024-05-13,29.8,54.9,2.9,852.4,999.2,0.6
delhi,2024-05-14,32.4,49.9,2.4,914.6,997.4,0.6
delhi,2024-05-15,32.9,56.9,3.5,915.4,996.3,0.0
delhi,2024-05-16,33.0,47.7,1.8,835.1,998.1,0.7
delhi,2024-05-17,35.7,48.1,2.9,808.3,998.6,0.5
delhi,2024-05-18,34.7,48.1,3.0,869.5,1000.2,0.2
delhi,2024-05-19,35.9,50.6,3.0,988.7,996.5,0.1
delhi,2024-05-20,38.9,38.6,2.1,926.3,997.2,0.0
delhi,2024-05-21,35.6,46.5,1.9,860.3,1000.8,0.5
delhi,2024-05-22,38.6,37.9,2.6,894.9,996.5,0.0
delhi,2024-05-23,37.3,44.4,1.2,781.1,998.9,0.2
delhi,2024-05-24,39.3,40.0,2.4,906.4,998.0,0.0
delhi,2024-05-25,38.1,43.6,4.9,910.0,997.1,0.0
delhi,2024-05-26,39.5,43.2,4.1,836.8,998.6,0.0
delhi,2024-05-27,38.2,41.0,2.3,943.8,999.5,0.0
delhi,2024-05-28,38.3,37.5,2.3,881.2,1002.5,0.0
delhi,2024-05-29,38.2,46.8,4.2,819.0,993.8,0.0
delhi,2024-05-30,37.7,45.6,0.5,900.2,998.2,0.4
delhi,2024-05-31,37.3,42.7,1.9,923.3,995.8,0.1
delhi,2024-06-01,37.8,37.5,2.3,900.8,1002.6,0.5
delhi,2024-06-02,38.2,47.7,2.6,923.1,998.0,0.0
delhi,2024-06-03,36.6,50.8,2.8,891.8,997.1,0.0
delhi,2024-06-04,35.9,46.0,2.5,950.8,992.8,1.7
delhi,2024-06-05,35.8,43.6,2.3,977.3,995.0,0.2
delhi,2024-06-06,35.4,44.5,0.7,956.5,999.7,0.6
delhi,2024-06-07,35.4,53.0,3.6,934.1,998.6,0.4
delhi,2024-06-08,34.0,54.6,3.1,892.8,996.1,1.1
delhi,2024-06-09,35.2,53.0,3.1,932.2,1000.7,0.1
delhi,2024-06-10,34.3,45.2,2.0,863.9,995.4,0.1
delhi,2024-06-11,33.1,50.5,2.7,896.0,999.2,0.5
delhi,2024-06-12,35.4,42.5,3.2,930.3,998.0,0.2
delhi,2024-06-13,33.8,52.1,1.3,954.2,998.9,0.8
delhi,2024-06-14,35.7,47.5,2.1,874.6,992.8,0.0
delhi,2024-06-15,35.0,47.8,1.5,984.9,998.0,2.8
delhi,2024-06-16,36.3,47.4,1.3,966.2,997.9,1.0
delhi,2024-06-17,37.8,40.9,1.1,962.0,994.2,0.0
delhi,2024-06-18,38.7,43.5,3.4,1032.3,998.6,0.0
delhi,2024-06-19,38.3,42.6,2.2,1011.5,994.9,0.0
delhi,2024-06-20,37.5,45.2,0.8,966.3,998.2,0.4
delhi,2024-06-21,41.0,43.2,2.9,928.6,996.4,0.0
delhi,2024-06-22,41.8,32.1,3.2,958.5,994.3,0.0
delhi,2024-06-23,41.2,45.5,3.3,963.7,997.3,0.0
delhi,2024-06-24,43.0,31.6,4.9,886.5,995.6,0.0
delhi,2024-06-25,43.5,37.8,1.1,999.0,994.6,0.0
delhi,2024-06-26,44.4,34.7,3.1,966.4,995.5,0.0
delhi,2024-06-27,43.9,38.1,2.7,950.4,998.5,0.0
delhi,2024-06-28,45.0,33.9,2.7,915.0,995.7,0.0
delhi,2025-03-01,24.7,62.0,1.1,726.9,1000.8,0.2
delhi,2025-03-02,26.1,57.8,1.5,728.9,1002.3,0.1
delhi,2025-03-03,27.3,57.5,1.0,745.8,1004.6,0.1
delhi,2025-03-04,29.1,57.7,1.7,750.2,998.3,0.0
delhi,2025-03-05,25.2,52.9,2.9,838.7,1004.1,1.0
delhi,2025-03-06,24.5,62.1,3.2,755.9,998.9,0.7
delhi,2025-03-07,26.0,65.1,2.3,812.7,1000.6,0.7
delhi,2025-03-08,26.2,68.3,3.8,872.6,1001.3,0.1
delhi,2025-03-09,25.6,63.2,1.5,777.9,999.8,0.1
delhi,2025-03-10,27.4,54.5,2.7,825.9,1000.5,0.2
delhi,2025-03-11,27.0,61.4,2.9,717.8,1000.1,1.0
delhi,2025-03-12,25.7,63.6,3.5,736.5,1002.4,0.3
delhi,2025-03-13,27.5,58.6,2.0,733.4,1001.3,0.3
delhi,2025-03-14,27.2,48.2,2.1,745.4,1004.1,0.9
delhi,2025-03-15,29.1,57.2,2.5,817.7,1000.0,0.0
delhi,2025-03-16,28.5,56.1,2.7,772.7,1000.4,0.1
delhi,2025-03-17,26.0,58.8,3.5,752.3,1004.1,0.1
delhi,2025-03-18,27.6,61.3,4.0,769.6,1002.5,0.0
delhi,2025-03-19,26.2,55.9,2.9,789.8,1002.5,0.6
delhi,2025-03-20,26.5,56.7,3.3,825.5,1004.0,2.3
delhi,2025-03-21,26.9,56.5,1.8,720.8,1000.1,1.3
delhi,2025-03-22,25.9,61.5,0.5,775.7,997.7,0.5
delhi,2025-03-23,28.0,58.7,3.0,821.6,1002.2,0.3
delhi,2025-03-24,27.0,64.0,1.6,747.1,999.6,0.1
delhi,2025-03-25,27.5,65.6,2.4,697.5,1002.4,0.3
delhi,2025-03-26,27.5,63.8,1.8,818.8,1001.1,0.9
delhi,2025-03-27,27.2,62.6,2.9,818.7,1001.1,0.3
delhi,2025-03-28,28.1,58.1,2.3,747.4,1000.8,0.1
delhi,2025-03-29,27.5,60.6,2.2,789.4,1000.9,0.3
delhi,2025-03-30,26.3,62.5,1.3,852.5,999.6,0.9
delhi,2025-03-31,28.9,54.6,1.6,768.2,1000.4,0.3
delhi,2025-04-01,28.4,62.2,2.1,781.1,1002.8,0.3
